"workerId","postId","experimentID","taskID","q1","tasks/double-INT.html_time","tasks/double-INT.html_test0","tasks/double-INT.html_test1","tasks/double-INT.html_test2","tasks/double-INT.html_test3"
"A2VDUYTXKS4IAV","j9xe87ij","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","JAVA","255956","[2, 2, 0, 0],[4]","[2,5,0,7,12,0,0],[7,15]","[1,3,0,0],[4]","[1,8,23,0,9,2,0,0],[32,11]"
"A2WKZI3JQCE3Z6","j9u7hxwb","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Linux shell script/Perl","73358","[2, 2, 0, 0],[4]","[1,0],[1]","[1,1,0],[2]","[1,1,0,1,1,1],[2,3]"
"A2GDEY3ZE51YY1","j9uaxmfj","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Java - no issues","119433","[2, 2, 0, 0],[4]","[1, 2, 0, 4, 5, 6, 3, 0, 0 , 4],[3, 9, 9]","[1, 6, 0, 0],[7]","[6, 2, 6, 3, 0, 5, 0, 0],[8, 9, 5]"
"A3I97794CB5SUO","j9u6yqp4","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C++ Where I answered that the function should return, ""0"" I would expect it to return a NULL, really. But a ""0"" would still be usable because there doesn't seem to be any condition under which it should return a ""0"" other than if the set passed to it started with ""0, 0...""","356247","[2, 2, 0, 0],[4]","[4, 5, 0, 2, 3, 0, 0],[9, 5]","[0, 0, 3, 5, 0, 5, 7],[0]","[0, 5, 3, 0, 0],[8]"
"A3PEJ2UC43Y4ZN","j9u6gsb0","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C++, no issues","214390","[2, 2, 0, 0],[4]","[3,4,0,5,6,0,0],[7,11]","[4,1,1,2,0,1,1,1,1,0,0],[8,4]","[2,1,3,5,0,1,2,3,1,2,3,0,0],[11,12]"
"A1S5W9N861BFLD","j9ubwg34","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Jscript","327118","[2, 2, 0, 0],[4]","[12,9,0,1,3,0],[21,4]","[2,4,1,0,3,4,0,0],[7,7]","[1,0,1],[1,1]"
"A2DQSGRTWEG7LB","j9xbk6at","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","None","473492","[2, 2, 0, 0],[4]","[2, 6, 0],[8]","[2, 7, 0, 5, 6],[9, 11]","[2, 4, 0, 3, 8],[6, 11]"
"A1A6UVH1CCP8CD","j9ulr0hl","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","A1A6UVH1CCP8CD","414116","[2, 2, 0, 0],[4,0]","[7,12,0,0],[19,0]","[3,4,2,0,4,3,0,0],[9,7]","[2,8,1,0,8,5,0,0],[11,13]"
"A1CWDCM0WHXQXZ","j9u5uab9","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","I'm going to say C# so you don't make fun of me (but in reality it's PHP)","93141","[2, 2, 0, 0],[4]","[1,2,3,0,0],[6]","[1,1,1,1],[0]","[1,1,1,1,0],[4]"
"AHDBHMH3AY1V2","j9uc3uwh","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Longest used language is JavaScript but have been using Python more frequently. No issues.","407146","[2, 2, 0, 0],[4]","[3, 0, 6, 3, 5, 0, 3, 7, 0, 0],[3, 14, 10]","[5, 3, 9, 0, 6, 1, 1, 6, 6],[17, 20]","[7, 0, 3, 4, 1, 6, 1, 0, 0, 4, 2, 5],[7, 15]"
"A1MIBEGF81ZLUS","j9u5v76x","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","java, no","102204","[2, 2, 0, 0],[4, 0]","[2, 9, 0, 8, 5, 0, 0],[11, 13]","[2, 3, 0, 9, 1, 0, 0],[5, 10]","[2, 9, 0, 0],[11]"
"A2G8UI423QZYJJ","j9u5tk4c","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","python, no problems","154491","[2, 2, 0, 0],[4]","[3,5,0,9,3,0,0],[8,11]","[1,2,3,0,0],[6]","[7,5,3,0,5,2,2,6,0,0],[15,15]"
"A1FO99U5T2TBBP","j9x8j2rq","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Java and no","201025","[2, 2, 0, 0],[4]","[3, 3, 0, 5, 7, 0],[6, 12]","[8, 2, 0, 1, 9, 0],[10, 10]","[4,2,0,0,6,6,0],[6,12]"
"A1SV006WIFZ0BX","j9u7m6hb","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Lua; none","273680","[2, 2, 0, 0],[4]","[0,0,2,5],[]","[0,1,0,2,3,0,0],[1,5]","[3,5,7,9,0,8,6,0,4,2,0,0],[24,14,6]"
"A37X1GHLB2HCX7","j9u817z1","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C","242333","[2, 2, 0, 0],[4]","[1, 3, 4, 0, 1],[8, 1]","[5, 5, 5, 0, 5],[15, 5]","[11, 12, 13, 0, 14, 0 ,15],[36, 14, 15]"
"A26U4IKXMXT0ZA","j9x6h3er","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Python","784162","[2, 2, 0, 0],[4]","[3, 6, 0, 2, 4, 0, 0],[9, 6]","[5, 9, 0, 2, 5, 6, 7, 0, 0],[14, 20]","[2, 3, 0, 5, 6, 0, 6, 7, 0, 0],[5, 11, 13]"
"A3MAVVI8KQVM7J","j9x8z6jg","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","most used programming language is Java.","115930","[2, 2, 0, 0],[4]","[5, 3, 0, 1, 1, 2, 0, 6, 3, 0, 0],[8, 4, 9]","[2, 0, 0, 1, 3, 5, 24, 46, 0, 5],[2]","[1, 2, 3, 0, 4, 5, 6, 0, 7, 8, 9, 0, 0],[6, 15, 24]"
"A19KF02ULCISTQ","j9ud6pco","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","NONE, or gw basic","664071","[2, 2, 0, 0],[4,2]","[0,0],[0,0]","[3,6,5,0,5,0,0],[14,5]","[0,1,0,2,0,3,0,6,0,0],[12,6]"
"AHPUQCTR1STXR","j9ugbp2d","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","I don't know what programming language I use most. I had no issues but hope my responses were correct.","253218","[2, 2, 0, 0],[4]","[3, 1, 2, 0, 4, 5, 1, 0, 0, 8, 2],[6, 10]","[9, 2, 4, 3, 0, 2, 1, 5, 0, 0, 1],[18, 8]","[8, 2, 0, 3, 8, 0, 7, 4, 0, 0, 6],[10, 11, 11]"
"A1R3S4GZ4P7FBO","j9u5ya07","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","java","241635","[2, 2, 0, 0],[4]","[2, 2, 3, 0, 0],[7]","[2, 2, 3, 1, 0, 0],[8]","[1, 2, 0, 2, 3, 0, 0],[3, 5]"
"AD1ZZ20JSZ9L","j9u5lvvo","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C","234411","[2, 2, 0, 0],[4]","[9, 8, 5, 0, 0, 5, 4],[22, 9]","[1, 2, 3, 0, 0, 4, 5, 6, 0, 0, 7, 8],[6 ,15, 15]","[1, 0, 0, 2, 0, 0, 3, 6, 7],[1, 2, 16]"
"AS7D4MNIH56ND","j9uqdi09","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","XD","67695","[2, 2, 0, 0],[4,0]","[1,2,3,0,0],[5,0]","[6,0,0],[6,0]","[-1,-2,11,0,0],[8,0]"
"A1L1SQ488YCCFJ","j9u5hhpd","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","java","127686","[2, 2, 0, 0],[4]","[4, 4, 0, 0],[8]","[5, 5, 0, 0],[10]","[6, 6, 0, 0],[12]"
"A8TIL9U6YHG5","j9ul3z07","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","NO","187048","[2, 2, 0, 0],[2,3,4,5,6,4]","[8,4,5],[4,6,9]","[2,4,5],[1,4,6]","[2,4,8],[2,4,6]"
"A1IK1JPSPHDYOW","j9x84zhd","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C  no","145425","[2, 2, 0, 0],[4]","[1,0,1,1,0,0],[1,2]","[-1,1,0,0],[0]","[23,12,0,2,2,0,0],[35,4]"
"A6WXIKRYMXNIN","j9x6j86e","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","LSL (Linden Scripting Language, used in Second Life)","264795","[2, 2, 0, 0],[4]","[0, 1, 2, 3, 0, 4, 5, 0, 0, 6, 7],[6, 9]","[0, 0, 1, 2, 0, 3, 4],[]","[0, 5, 0, 6, 0, 7, 8, 0, 9, 0, 0, 1, 2],[5, 6, 15, 9]"
"debug","j9sxjku7","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","DEBUG 1A","7167","[2, 2, 0, 0],[]","[],[]","[],[]","[],[]"
"AD8JNBDMO3NED","j9u8h12d","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","python","127111","[2, 2, 0, 0],[4]","[2,6,0,5,0],[8,5]","[1,5,6,0,9,1],[12,10]","[1,2,3,0,4,5],[6,9]"
"A30GCTXJ17JC3I","j9unniyq","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","I mostly use Java to program.  I did not have any issues with the survey.","243785","[2, 2, 0, 0],[4]","[3, 5, 5, 0, 9, 9, 4, 0, 1, 1, 0, 0],[13, 22, 2]","[0, 1, 3, 0, 5, 5, 1, 0, 0],[4, 11]","[1, 2, 3, 0, 4, 5, 6, 0, 9, 0,0],[6, 15, 9]"
"ANPTDUX6LOGYY","j9xd48kx","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","PYTHON","235828","[2, 2, 0, 0],[4,0]","\n[1,2,4,3,0,0],[10,0]","[1,2,0, 1, 4,0,0],[3,5]","[2,3,5,4,0,5,2,0,0],[14,7]"
"A2JPGLBWQ1X49G","j9u814y6","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","good","269656","[2, 2, 0, 0],[2,0]","[2,3,0,0,3,2],[2,3]","[4,5,0,0,5,4],[4,5]","[4,5,4,5],[4,5]"
"A3PGUPNMOU5BPW","j9udpk0i","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Python","90589","[2, 2, 0, 0],[4]","[2],[]","[2],[]","[2],[]"
"A1YOAM3TVFPI4Z","j9xahvw3","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","Java, I had no issues with the survey.","453448","[2, 2, 0, 0],[4]","[5, 6, 0, 3],[11, 3]","[2, 7, 0, 6],[9, 6]","[6, 0, 1, 3, 0],[6, 4]"
"A36TE52PSYAAD6","j9u5i5u5","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C++/GML, not sure which I've used more or if you count scripting languages. No issues","79909","[2, 2, 0, 0],[4]","[5,0,3,3,0,5],[5,6,5]","[1],[1]","[5,24,6,2,7,0,4,0,1,1,1,0,2],[43,4,3,2]"
"A2E3TO92MCQ9XU","j9u5xoz2","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C#, no","92511","[2, 2, 0, 0],[4]","[5, 1, 0, 3, 7, 2, 0, 5],[6, 12]","[6, 7, 1],[]","[0, 2, 4, 0, 7, 0, 5, 1, 0],[6, 7, 6]"
"AUDADS1HJVX6V","j9u620nz","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","no","108377","[2, 2, 0, 0],[4]","[2,4,0,0],[6]","[3,6,0,0],[9]","[5,5,0,0],[10]"
"A27CK5IRB0EC3Z","j9ue21w8","tasks/adding-machine-POS.html","tasks/adding-machine-POS.html","C& Python","140293","[2, 2, 0, 0],[4]","[2,8,0,0],[10]","[1, 2, 0, 3, 6, 0, 0],[3, 9]","[6, 9, 0, 1, 2, 0, 0],[15, 3]"
"workerId","postId","experimentID","taskID","q1","tasks/adding-machine-NEG.html_time","tasks/adding-machine-NEG.html_test0","tasks/adding-machine-NEG.html_test1","tasks/adding-machine-NEG.html_test2","tasks/adding-machine-NEG.html_test3"
"ANFW1BSRB619C","j9zmsgrg","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java, no issues.","111876","[-1, -1, 0, 0],[-2]","[-5, -5, 0, 0],[-10]","[-4, -4, 0, -3, 2],[-8, 1]","[6, 6, 6, 0, 5, 2],[18, 7]"
"AHPOOKYE7V04D","j9yj39rm","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","no issues","228144","[-1, -1, 0, 0],[-2]","[-3,0,2,5,0,1,3,4,6,0,0],[-3,7,14]","[4,2,1,-3,0,33,2,161,0,5,4,1,0,0],[4,196,10]","[1,1,3,-27,0,1,4,5,0,0],[-22,10]"
"A1KBL9THQ1AGAR","j9ykhlgt","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","sql","136907","[-1, -1, 0, 0],[-2]","[-1, -3, 0, -2, 0, 0, -2, -9],[-4,-2]","[-1, -3, 0, -2, -1, 0, -1, -9],[-4,-3,-10]","[-1, -3, -3, -2, -1, 0, -9],[-10,-9]"
"A1JMASDCJAUYCM","j9yttv0k","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","I'm just familiar with basic HTML. No issues with the survey!","152674","[-1, -1, 0, 0],[-2]","[-3, -2, 0, -3, 0, 0],[-5, -3]","[-9, 0, -8, 0, -2, 0, 0],[-9, -8, -2]","[-1, -1, -1, 0, -2, -1, 0, 0],[-3, -3]"
"A1BWS5AD2T4NIR","j9yi31p4","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C","450158","[-1, -1, 0, 0],[-2]","[0,0],[0]","[0,0,-1],[0]","[-1,0,1,0,0],[-1]"
"A1ST4RTOTHAKMY","j9ym7xs7","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","none","149899","[-1, -1, 0, 0],[-2,0]","[0, -1, -2, -1],[-1, -3]","[-1, 0, -2, -1, 0, -1],[-3, -2]","[0, 0, -1, -1],[0, -2]"
"A12DOOZ9TBSEZX","j9z2vhpj","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","power basic","751487","[-1, -1, 0, 0],[]","[1,2,3,4,0,4,3,2,1,-10,0,-7,0,0],[10,0]","[-3,4,-5,7,0,89,-78,2,3,4,0,0],[3]","[14,-12,1,2,3,0,1,0,2,0,32,0,0],[8,1,2]"
" A37CO0N1KC1CDW","j9yk3y5t","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","none","156023","[-1, -1, 0, 0],[-2, -5]","[-1, -1, -1, 0, 0, 0],[-3, -6]","[-1, -1, -1, 0, 0, 8],[-4, -5]","[-1, -1, -1, 0, 0, -7],[-5, -4]"
"A345EPTA0P1Z5J","j9zt6amy","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","python, No issues","223213","[-1, -1, 0, 0],[-1,-1]","[-1,-2,-3,0,-4,5,0,0,1],[-6,1]","[1,2,3,0,-1,-3,0,0,1],[6,-4]","[2,3,0,-1,-1,-1,0,0,1],[5,-3]"
"AEO8NL8D28NQG","j9yibw8u","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java, no issues.","67640","[-1, -1, 0, 0],[-2]","[1, 2, 3, 4, 0, -1, -20],[10, -21]","[5, 4, 2],[11]","[0, 0],[0]"
"A2JPGLBWQ1X49G ","j9yicqkv","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","good","131773","[-1, -1, 0, 0],[-1,0]","[1,2,1,2],[1,2]","[3,4,4,3],[3,4]","[5,6,6,5],[5,6]"
"A2B1YSMEHN1G2K","j9ymdkb5","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","NA","266066","[-1, -1, 0, 0],[0]","[5, 0, -2, 3],[0]","[0, -3, -1, -2, 0, 2],[0]","[1, -1, 0, -1, -2, -5, 3, 2],[0]"
"A3CDJ8PZX578GQ","j9yj5f5c","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","emacs lisp, no problems","137345","[-1, -1, 0, 0],[-2]","[3, 2, -3, 0, 0, 4],[2]","[3, 1, 1, 0, 3, 0, 0],[5, 3]","[6, -3, -3, 0, 0],[0]"
"A24Q1UMV25TBV2","j9zuapme","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","no","252280","[-1, -1, 0, 0],[-2]","[-1,0],[-1]","[-1,0],[-1]","[-1,0],[-1]"
"A1EUFQQ4XMUNRA","j9yi1bl6","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java, no issues! Cool task!","139309","[-1, -1, 0, 0],[-2]","[-3, 2, 0, 5, -2, 0, 0, 1],[-1, 3]","[0, 0],[]","[3, 0, 1, 2, -5, 0, 1, 4, 0, 0],[3, -2, 5]"
"A23JJTPNIFMU2U","j9yiqutg","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","no","146760","[-1, -1, 0, 0],[-2,0]","[-1,-1,0,0],[-2,0]","[-1, -3, 0, -2, -1, 0, 0, -9],[-4, -3]","[-1, -3, 0, -2, -1, 0, 0, -8],[-4, -3]"
"A3RIFUEQ95MR16","j9yhzu8b","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java and I didn't have any issues.","142659","[-1, -1, 0, 0],[-2]","[-1, -2, 0, 4, 2, 0],[-3, 6]","[-2, -3, 0, 2, 0],[-5, 2]","[1, 2, 0, 9, 0],[3, 9]"
"APTWD089IRDBV","j9yhzshg","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Ruby, No","177305","[-1, -1, 0, 0],[-2]","[0,2,3,-5,0,0],[2,-2]","[5,3,2,0,3,0,0],[8,5]","[3,2,1,4,0,0],[5,5]"
"A2GZDIIKSTJ6OD","j9yil27t","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","n\\a","113027","[-1, -1, 0, 0],[-2]","[-1,-3,-2,0,0],[-6]","[1,1,0,0],[2]","[-8,-1,-1,0,0],[-10]"
"A31AGR8JS1MZI5","j9yt2m82","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","engl","104082","[-1, -1, 0, 0],[-2,0]","[-1,-1,-3,1],[0,-2]","[-3,-1,0,2,1,-4,1,0],[2,-3]","[-1,1,0],[0,0]"
"A38W9IO2CDPVNO","j9ynpq5r","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C++, No issues with the survey","376064","[-1, -1, 0, 0],[-2]","[9, 2, 0, 3, -1, 0, 9, 0, 0],[11, 2, 9]","[0, 0, 1, 0, -1, 5, 0, 0],[]","[1, -1, 0 , 3, -3, 0, -5, 5, 0, 0],[0, 0, 0]"
"A75RSB5QVUT1H","j9yip5d5","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","no issues","374954","[-1, -1, 0, 0],[-2]","[-2,-2,0,0],[-4]","[-2,-2,0,-3,-3,0,0],[-4,-6]","[-8,-9,0,0],[-17]"
"A2ZLJ54OLKRIN3","j9zpsh0t","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C++ , No issues","378698","[-1, -1, 0, 0],[-2, 0]","[-2, -1, 0, -4, -3, 0, 0],[-3, -7]","[-1, -3, 0, -7, -1, 0, 0],[-4, -8]","[-4, -5, 0, 0],[-9, 0]"
"A2EJLKLPXT8GDI","j9yp04c3","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Basic. I had no problems with the survey.","238423","[-1, -1, 0, 0],[-2]","[1,2,3,0,1,2,3,0,0],[6,6]","[-1,-3,-5,0,-2,-4,-6,0,0],[-9,-12]","[1,2,0,-1,-8,0,0],[3,-9]"
"A1L7HLYPVQNKFS","j9yi580q","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C++, and no issues","1262328","[-1, -1, 0, 0],[-2]","[-3, 0, 0, 3],[-3, 3]","[-4, -2, 0, 0, 2],[-6, 2]","[-6, 0, 0, 6],[-6, 6]"
"A1W4UH23PJ33GT","j9yxrnwy","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java. everything worked fine","1299377","[-1, -1, 0, 0],[-2]","[-5, -1, 0, -6, 0, -7],[-6, -6]","[-2, 0, -1, -1, -7, 0, -1],[-2, -9]","[-6, 0, -3, 0, 0, 0, 1],[-6, -3]"
"A1274B3RL8IZ8H","j9yjqisu","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Javascript, and nope.","310359","[-1, -1, 0, 0],[-2]","[-1, -2, -2, 0, -3],[-5,-3]","[-1, -1, -1, 0 , 0, 2],[-3]","[-1, 3, 0, -1, -1],[2, -2]"
"A2WO0PNPK9VBRN","j9yk4wtn","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java, No.","151817","[-1, -1, 0, 0],[-2]","[-2,-3,0,-1,-4,0,0],[-5,-5]","[4,3,2,0,0],[9]","[-5,2,-4,0,1,-4,0,0],[-7,-3]"
"A2G2I4FY3SE85V","j9zn7pgw","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C#.  No.","184560","[-1, -1, 0, 0],[-2]","[1,1,0,1,2],[2,3]","[1,-1,0,0,-3,-5],[0]","[1,0,5,2,0,-9],[1,7,-9]"
"A3IJTM1XM7FE15","j9zsqcax","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","MATLAB","170014","[-1, -1, 0, 0],[-2]","[-2, -3, 0, -8, -1, 0, 0],[-5, -9]","[-1, -5, 0, -5, 0, 0],[-6, -5]","[-3, -4, 0, -7, -2, 0, 0],[-7, -9]"
"debug","j9sxk7si","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","DEBUG 1B","6321","[-1, -1, 0, 0],[]","[],[]","[],[]","[],[]"
"A22012GC5JSH0C","j9yi1fyf","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java","273080","[-1, -1, 0, 0],[-2, -1]"," [-1, -2, 0],[-1, -2]","[-3, -2, 1] , [-3, -1]"," [-4, -3, -1], [-2, -1]"
"A3PDTUA1YLJTMC","j9yi4fqy","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","thx","410964","[-1, -1, 0, 0],[0, -2]","[-1, -2, 0, 0, 2],[4, -3]","[2, -1, 0, 0, -1],[2, -2]","[-1, -2, 0, 0, 2],[4, -3]"
"A2VH3BJ356DWGX","j9z2g6xo","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","c#","160326","[-1, -1, 0, 0],[-2]","[-1,-6,8,0,1,5,0,0],[1,6]","[1,4,6,1,0,0,6,5,1],[12]","[-5,-5,-2,0,6,5,0,0,6],[-12,11]"
"A3631EWK0VM9DE","j9ymvgxg","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","C Sharp, no issues","178467","[-1, -1, 0, 0],[-2]","[-4, -3, 0],[-7]","[-1, 0, -3, -1, 0],[-1, -4]","[-4, -4, -4, 0],[-12]"
"A32BI96DSQT2M","j9yr3ali","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","python","140044","[-1, -1, 0, 0],[-2]","[0,0,0],[0]","[1, 2, 5, 10, 0, 0],[18]","[2, 0, 0, -1],[2]"
"AKLV0WIZZ356X","j9znccow","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","none and no","331831","[-1, -1, 0, 0],[-2]","[-2, -1, 0, 0],[-3]","[-5, -6, 0, 0],[-11]","[-1, -1, 0, -2, -2, 0, 0],[-2, -4]"
"A28A7NZUJWGZ7Q","j9zro7dx","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Java. No, I did not have any issues.","319065","[-1, -1, 0, 0],[-2]","[-3, -2, 0, -4, -2, 0, 0, -5],[-5, -6]","[-5, -1, 0, 0],[-6]","[-8, -3, 0, -5, -3, 0, 0, -7],[-11, -8]"
"A3TS2NCBAB9L6V","j9yn5hjk","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","No issues","574465","[-1, -1, 0, 0],[-2] ","[-1, -2, 0, 0] ,[-3]","[-3, -4, 0, -5, -1, 0, 0],[-7, -6]","[-2, -3, 0, -1, -5, 0, 0, -6],[-5, -6]"
"A2N9AKAOR17XB3","j9yi4ebl","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Basic Assembler Language","413389","[-1, -1, 0, 0],[-2]","[-2,-1,0,-3,-1,0,0],[-3,-4]","[-5,-4,0,-2,-5,0,0],[-9,-7]","[-1,-6,0,-5,-1,0,0],[-7,-6]"
"A2VST4NDTKAMAD","j9ypftia","tasks/adding-machine-NEG.html","tasks/adding-machine-NEG.html","Ctt","416943","[-1, -1, 0, 0],[-2]","[-2, -3, 0],[-5, -4]","[-1, -8, -3, 0],[-9, -3]","[-2, -5, 0, -4, -6],[-7, -10]"
