"workerId","postId","userAgent","experimentID","taskID","modules/t1.html_time","modules/t1.html_answers","modules/t1.html_responses","modules/t1.html_grade","modules/t1.html_exitq","q1"
"A3HTLXAPOBCVVO","ivcnwll1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","47912","[true,false,true]","[true,false,true]","1","true","This was very well formatted and it made it easy to understand."
"AY7WPVKHVNBLG","ivcl0ylt","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","56160","[true,false,true]","[true,false,true]","1","true","In the beginning I didn't realize that every item from the policy had to be written in the examples. I just thought that the items in the examples had to agree with the policy. I figured it out pretty quickly though."
"A3843S9LWPDN2K","ivcmoth2","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","83556","[true,false,true]","[false,false,true]","0.6666666666666666","false","I started struggling at task 3, but I really don't think there's anything you could have said to make things more clear for me."
"A2C73Y1COWCA51","ivcke27h","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","1970","[true,false,true]","[true,true,true]","0.6666666666666666","true","no issues"
"A5EU1AQJNC7F2","ivcksdnx","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","73501","[true,false,true]","[true,false,true]","1","false","It was very confusing trying to figure out which statements translated into each sentence"
"A2541C8MY0BYV3","ivckm0a1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t4.html","168621","[true,false,true]","[true,true,false]","0.3333333333333333","true","I tried my best."
"workerId","postId","userAgent","experimentID","taskID","modules/t5.html_time","modules/t5.html_answers","modules/t5.html_responses","modules/t5.html_grade","modules/t5.html_exitq","q1"
"A13OOAT2ORKH6V","ivclhjm3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","101605","[false,true]","[false,true]","1","true","I struggled with the study early, but then got the hang of the policies. Very fun and concise study."
"A3VIQ9XPOYB8K6","ivcmy4og","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","8420","[false,true]","[false,true]","1","true","it was very confusing"
"AK3H5QRAROFGP","ivckrecl","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","36436","[false,true]","[false,true]","1","true","I had no real problems with understanding and found it quite clear."
"A2DPKKEEW2I6QK","ivckp1w0","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","1514","[false,true]","[true,true]","0.5","true","NA"
"A3HTLXAPOBCVVO","ivcnwll1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","29140","[false,true]","[false,true]","1","true","This was very well formatted and it made it easy to understand."
"AY7WPVKHVNBLG","ivcl0ylt","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","75362","[false,true]","[false,true]","1","true","In the beginning I didn't realize that every item from the policy had to be written in the examples. I just thought that the items in the examples had to agree with the policy. I figured it out pretty quickly though."
"A3843S9LWPDN2K","ivcmoth2","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","48459","[false,true]","[false,true]","1","false","I started struggling at task 3, but I really don't think there's anything you could have said to make things more clear for me."
"A2C73Y1COWCA51","ivcke27h","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","1239","[false,true]","[true,true]","0.5","true","no issues"
"A5EU1AQJNC7F2","ivcksdnx","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","18133","[false,true]","[true,false]","0","false","It was very confusing trying to figure out which statements translated into each sentence"
"A2541C8MY0BYV3","ivckm0a1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t5.html","6640","[false,true]","[true,false]","0","true","I tried my best."
"workerId","postId","userAgent","experimentID","taskID","modules/t6.html_time","modules/t6.html_answers","modules/t6.html_responses","modules/t6.html_grade","modules/t6.html_exitq","q1"
"A13OOAT2ORKH6V","ivclhjm3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","54295","[true,false]","[true,false]","1","true","I struggled with the study early, but then got the hang of the policies. Very fun and concise study."
"A3VIQ9XPOYB8K6","ivcmy4og","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","6900","[true,false]","[true,true]","0.5","false","it was very confusing"
"AK3H5QRAROFGP","ivckrecl","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","76499","[true,false]","[true,false]","1","true","I had no real problems with understanding and found it quite clear."
"A2DPKKEEW2I6QK","ivckp1w0","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","2138","[true,false]","[true,true]","0.5","true","NA"
"A3HTLXAPOBCVVO","ivcnwll1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","53670","[true,false]","[true,false]","1","true","This was very well formatted and it made it easy to understand."
"AY7WPVKHVNBLG","ivcl0ylt","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","52481","[true,false]","[true,false]","1","true","In the beginning I didn't realize that every item from the policy had to be written in the examples. I just thought that the items in the examples had to agree with the policy. I figured it out pretty quickly though."
"A3843S9LWPDN2K","ivcmoth2","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","49962","[true,false]","[true,false]","1","false","I started struggling at task 3, but I really don't think there's anything you could have said to make things more clear for me."
"A2C73Y1COWCA51","ivcke27h","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","1321","[true,false]","[true,true]","0.5","true","no issues"
"A5EU1AQJNC7F2","ivcksdnx","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","14328","[true,false]","[true,false]","1","false","It was very confusing trying to figure out which statements translated into each sentence"
"A2541C8MY0BYV3","ivckm0a1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t6.html","27784","[true,false]","[true,false]","1","true","I tried my best."
"workerId","postId","userAgent","experimentID","taskID","modules/t7.html_time","modules/t7.html_answers","modules/t7.html_responses","modules/t7.html_grade","modules/t7.html_exitq","q1"
"A13OOAT2ORKH6V","ivclhjm3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.87 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","60171","[true,false]","[true,false]","1","true","I struggled with the study early, but then got the hang of the policies. Very fun and concise study."
"A3VIQ9XPOYB8K6","ivcmy4og","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","7983","[true,false]","[false,true]","0","false","it was very confusing"
"AK3H5QRAROFGP","ivckrecl","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","62141","[true,false]","[true,false]","1","true","I had no real problems with understanding and found it quite clear."
"A2DPKKEEW2I6QK","ivckp1w0","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","2071","[true,false]","[false,true]","0","true","NA"
"A3HTLXAPOBCVVO","ivcnwll1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","53061","[true,false]","[true,false]","1","true","This was very well formatted and it made it easy to understand."
"AY7WPVKHVNBLG","ivcl0ylt","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","70936","[true,false]","[true,false]","1","true","In the beginning I didn't realize that every item from the policy had to be written in the examples. I just thought that the items in the examples had to agree with the policy. I figured it out pretty quickly though."
"A3843S9LWPDN2K","ivcmoth2","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","47497","[true,false]","[true,false]","1","false","I started struggling at task 3, but I really don't think there's anything you could have said to make things more clear for me."
"A2C73Y1COWCA51","ivcke27h","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","1434","[true,false]","[true,true]","0.5","true","no issues"
"A5EU1AQJNC7F2","ivcksdnx","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","10862","[true,false]","[true,true]","0.5","true","It was very confusing trying to figure out which statements translated into each sentence"
"A2541C8MY0BYV3","ivckm0a1","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36","modules/t1.html,modules/t2.html,modules/t3.html,modules/t4.html,modules/t5.html,modules/t6.html,modules/t7.html","modules/t7.html","8926","[true,false]","[false,true]","0","true","I tried my best."
